#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
Ag031G3234700	AT3G59800.1	180	187	100	100	187	83.422	207
Ag031G3234900	AT3G59780.1	680	687	100	100	708	75.424	1033
Ag031G3235000	AT3G59770.3	1628	1647	100	100	1647	87.189	3006
Ag031G3235900	AT3G59760.1	427	434	99	99	432	84.028	657
Ag031G3236200	AT3G59710.2	296	322	95	87	281	83.630	492
Ag031G3236700	AT3G59700.1	661	662	100	100	665	84.361	1161
Ag031G3236800	AT3G59690.1	531	518	100	100	538	75.465	758
Ag031G3237100	AT3G59670.1	508	518	100	99	514	82.296	796
Ag031G3237200	AT3G59660.1	595	595	100	100	597	91.122	1099
Ag031G3237300	AT3G59650.2	120	147	100	100	147	74.150	217
Ag031G3237500	AT3G59630.1	508	492	100	100	508	83.858	860
Ag031G3237600	AT3G59600.1	147	147	100	100	147	97.279	295
Ag031G3240400	AT3G59580.1	890	895	99	99	918	74.728	1337
Ag031G3240600	AT3G59570.3	757	745	99	98	752	73.936	1082
Ag031G3240900;Ag003G0363300	AT2G43460.1;AT3G59540.1	70	70	100	100	70	100.000	139
Ag031G3241100	AT3G59530.1	414	404	99	99	413	86.441	751
Ag031G3241200	AT3G59520.1	270	270	100	100	270	89.630	488
Ag031G3241400	AT3G59510.1	416	420	94	91	385	85.242	649
Ag031G3241500	AT3G59500.1	270	270	100	100	270	91.852	509
Ag031G3241900	AT3G59490.2	293	294	100	100	294	87.755	528
Ag031G3242100	AT3G59480.1	327	327	99	99	323	90.712	610
Ag031G3242300	AT3G59470.2	268	264	98	98	264	90.530	483
Ag031G3242500	AT3G59440.1	201	196	98	99	200	84.500	331
Ag031G3242800	AT3G59420.1	881	896	99	99	884	88.122	1585
Ag031G3243000	AT3G59400.1	257	266	95	100	250	70.412	342
Ag031G3243100	AT3G59390.1	272	274	100	100	274	84.672	458
Ag031G3243200	AT3G59380.1	324	327	99	98	321	87.850	570
Ag031G3244200	AT3G59360.1	405	406	100	100	406	93.103	775
Ag031G3244300	AT3G59350.6	404	424	96	92	391	91.049	710
Ag031G3244400	AT3G59320.1	340	340	100	100	340	80.588	511
Ag031G3244500	AT3G59310.2	352	364	95	99	365	74.521	502
Ag031G3244600	AT3G59300.3	459	466	98	97	454	91.189	855
Ag031G3245000	AT3G59280.1	118	117	98	99	116	83.621	206
Ag031G3245500	AT3G59260.1	286	272	91	95	259	80.695	439
Ag031G3246500	AT3G59220.1	290	288	98	99	284	76.761	461
Ag031G3247400	AT2G05790.1	479	473	96	100	460	86.458	824
Ag031G3247900	AT3G59190.2	366	520	97	68	356	73.315	500
Ag031G3249600	AT4G37950.1	691	679	95	96	659	78.452	1062
Ag031G3250600	AT3G59140.1	1453	1454	100	100	1459	88.005	2622
Ag031G3251300	AT3G59110.1	512	513	99	99	512	91.797	944
Ag031G3251400	AT3G59100.1	1933	1922	99	99	1926	92.575	3678
Ag031G3251500	AT3G59090.2	362	374	96	93	347	84.857	548
Ag031G3251700	AT3G59080.1	541	536	100	100	543	85.267	907
Ag031G3251800	AT3G59070.1	398	467	99	86	401	78.304	642
Ag031G3252000	AT3G59060.2	464	445	100	100	466	75.322	608
Ag031G3252100	AT3G59050.1	483	489	100	100	489	93.047	896
Ag031G3252200	AT3G59040.2	586	591	97	96	568	88.380	1013
Ag031G3252300	AT3G59030.1	508	508	100	100	508	91.535	921
Ag031G3252400	AT3G59020.2	1029	1031	100	100	1031	88.846	1818
Ag031G3252700	AT3G59010.1	516	530	96	100	503	74.200	767
Ag031G3253200	AT1G66080.1	190	191	100	100	191	89.529	352
Ag031G3254700	AT3G58970.1	429	437	100	100	441	83.220	683
Ag031G3256200	AT3G43720.1	193	194	91	99	178	72.165	256
Ag031G3256800	AT3G30841.1	492	496	99	99	489	91.002	917
Ag031G3258300	AT3G58860.1	467	458	99	99	460	72.826	689
Ag031G3258400	AT3G58850.1	121	119	100	100	121	76.860	146
Ag031G3258500	AT3G58840.1	300	319	97	91	292	77.055	363
Ag031G3258600	AT3G58830.2	330	349	100	100	353	80.737	525
Ag031G3258700	AT3G58800.1	340	345	100	99	344	77.035	533
Ag031G3258800	AT3G58790.1	532	541	100	100	541	89.094	961
Ag031G3258900	AT3G58780.4	260	282	96	100	283	85.512	478
Ag031G3259900	AT3G58760.3	467	535	99	86	459	88.197	811
Ag031G3260000	AT3G58750.1	512	515	99	99	511	89.041	953
Ag031G3260100	AT4G26500.1	349	372	97	99	360	72.778	466
Ag031G3260400	AT3G58730.1	263	262	100	100	263	96.198	505
Ag031G3260500	AT3G58720.3	268	318	97	81	264	72.727	366
Ag031G3260600	AT3G58710.1	285	273	100	100	286	79.720	412
Ag031G3260700	AT3G58690.1	402	401	100	100	402	93.284	770
Ag031G3260800	AT3G58680.1	143	143	100	100	143	92.308	272
Ag031G3260900	AT3G58670.1	243	243	100	100	243	92.181	469
Ag031G3262000	AT3G58650.1	802	821	99	97	811	79.531	1213
Ag031G3262100	AT3G58640.1	811	810	100	100	812	91.995	1518
Ag031G3262200	AT3G58630.1	314	322	100	100	326	77.676	462
Ag031G3264600	AT3G58610.1	590	592	100	100	592	93.074	1083
Ag031G3264700	AT3G58600.1	301	303	100	100	303	85.809	460
Ag031G3264800	AT3G58590.1	749	742	99	99	740	78.243	1193
Ag031G3265200	AT3G58580.1	596	604	99	99	604	85.762	1044
Ag031G3265300	AT3G58570.1	650	647	87	87	566	91.916	983
Ag031G3265400	AT3G58560.1	593	603	99	99	597	85.930	1049
Ag031G3265500	AT3G58550.1	182	178	97	99	177	81.921	307
Ag031G3265600	AT3G58530.1	354	354	100	100	354	87.571	611
Ag031G3265700	AT3G58520.1	421	419	92	93	391	84.399	699
Ag031G3265800	AT3G58510.1	633	613	89	92	568	88.028	952
Ag031G3265900	AT3G58500.1	314	314	100	100	314	99.363	654
Ag031G3266000	AT3G58490.1	412	417	100	98	412	88.107	751
Ag031G3266300	AT3G58480.1	584	576	100	100	588	82.343	963
Ag031G3266400	AT3G58470.1	249	249	100	100	249	83.534	428
Ag031G3266500	AT3G58460.2	412	427	98	93	404	89.109	740
Ag031G3266600	AT3G58450.1	196	205	99	98	201	81.095	310
Ag031G3267200	AT3G58410.1	316	329	94	86	300	70.333	393
Ag031G3270800	AT3G58350.1	300	302	100	100	303	70.957	406
Ag031G3271700	AT3G58310.1	263	259	100	100	263	80.989	441
Ag031G3274200	AT1G31380.1	255	176	65	99	174	73.563	254
Ag031G3275600	AT3G58230.1	154	154	100	100	154	85.065	273
Ag031G3280600	AT5G50810.1	77	78	96	95	74	83.784	120
Ag031G3281100	AT3G58190.1	229	219	95	95	217	83.871	369
Ag031G3281200	AT3G47390.1	586	600	99	99	603	84.909	1019
Ag031G3281400	AT3G58180.1	316	315	99	99	314	90.446	578
Ag031G3281500	AT3G58170.1	123	123	100	100	123	96.748	236
Ag031G3281600	AT3G58160.1	1242	1243	100	100	1259	83.002	2046
Ag031G3281700	AT3G58150.1	199	195	97	99	196	80.102	306
Ag031G3282000	AT3G58140.1	431	430	100	100	432	90.278	790
Ag031G3282100	AT3G58130.1	255	258	100	100	258	83.333	444
Ag031G3282200	AT5G50320.1	565	566	99	99	564	96.986	1139
Ag031G3282300	AT3G58120.1	340	330	100	100	344	83.721	484
Ag031G3282500	AT3G58100.2	171	257	96	66	169	75.740	263
Ag031G3282700	AT1G65870.1	187	190	91	97	170	72.283	265
Ag031G3283500	AT3G58060.1	408	412	100	100	412	87.621	708
Ag031G3283600	AT3G58050.2	1182	1183	100	100	1185	85.738	1937
Ag031G3283700	AT3G58040.1	308	309	100	100	309	96.764	627
Ag031G3283800	AT3G58030.1	444	437	100	100	444	88.964	724
Ag031G3284600	AT3G58010.1	300	309	100	100	309	77.994	471
Ag031G3284700	AT3G58000.1	187	176	82	83	156	72.436	209
Ag031G3284900	AT3G57990.1	344	368	100	100	373	72.441	488
Ag031G3286400	AT3G57950.1	170	182	100	100	182	79.670	233
Ag031G3286500	AT3G57940.1	1017	1029	97	98	999	88.079	1762
Ag031G3286600	AT3G57930.1	133	142	100	100	143	79.021	188
Ag031G3286800	AT3G57920.1	358	355	100	100	376	73.404	451
Ag031G3286900	AT3G57910.1	268	266	100	100	268	84.328	386
Ag031G3287000	AT2G42210.2	162	174	100	92	162	87.654	291
Ag031G3287100	AT3G57890.2	575	610	99	95	582	87.171	1040
Ag031G3287200	AT3G57880.1	774	774	99	100	774	95.220	1544
Ag031G3287300	AT3G57870.1	161	161	100	100	161	95.031	322
Ag031G3287500	AT3G57830.1	661	663	97	99	644	81.420	1073
Ag031G3287600	AT3G57810.2	297	318	100	99	317	75.079	472
Ag031G3287700	AT3G57800.1	368	427	100	100	433	72.286	546
Ag031G3288900	AT3G57790.1	480	491	96	93	458	89.154	837
Ag031G3289000	AT3G57785.1	115	115	100	100	115	93.913	218
Ag031G3289200	AT3G57780.1	680	672	100	100	692	71.098	914
Ag031G3289500	AT3G57760.1	369	379	99	98	372	80.914	615
Ag031G3291200	AT3G57710.1	364	352	93	91	322	76.385	526
Ag031G3291500	AT3G57770.1	337	270	62	76	210	72.857	285
Ag031G3291600	AT2G41905.1	61	62	100	100	62	87.097	99.0
Ag031G3291700	AT3G57680.1	513	520	100	100	520	85.962	910
Ag031G3291800	AT3G57670.1	371	384	100	100	388	84.021	550
Ag031G3292000	AT3G57660.1	1687	1671	100	100	1702	80.082	2718
Ag031G3292100	AT3G57650.1	393	390	100	100	393	94.148	750
Ag031G3292600	AT3G57630.1	796	794	100	100	796	89.950	1512
Ag031G3293000	AT3G57610.1	493	491	100	98	483	92.133	895
Ag031G3293100	AT3G57600.1	282	278	99	99	279	85.305	437
Ag031G3294100	AT3G57550.2	390	391	100	100	391	91.304	737
Ag031G3294200	AT3G57540.1	286	297	100	100	300	72.000	381
Ag031G3294600	AT3G57530.1	538	539	100	100	539	93.321	1023
Ag031G3294700	AT3G57520.1	778	774	100	100	778	92.031	1504
Ag031G3294800	AT3G57510.1	432	432	99	99	431	81.671	727
Ag031G3294900	AT3G57500.1	126	124	100	100	128	84.375	186
Ag031G3295200	AT3G57470.2	969	967	100	100	969	85.759	1738
Ag031G3296100	AT3G57440.1	241	242	99	99	243	75.720	286
Ag031G3296200	AT3G57430.1	889	891	99	98	881	87.855	1602
Ag031G3296300	AT3G57420.1	767	766	100	100	767	91.525	1420
Ag031G3296400	AT3G57410.1	962	966	100	100	966	88.509	1662
Ag031G3296800	AT3G57390.1	255	257	100	100	259	78.764	370
Ag031G3296900	AT3G57380.1	485	505	99	97	499	75.752	728
Ag031G3298300	AT3G57360.1	298	255	86	99	257	85.214	435
Ag031G3298700	AT3G57340.1	359	368	100	100	369	80.488	554
Ag031G3298800	AT3G57330.1	1026	1026	100	100	1026	90.546	1922
Ag031G3299400	AT3G57300.2	1513	1541	99	99	1547	84.228	2644
Ag031G3299500	AT3G57290.1	442	442	100	100	442	94.344	873
Ag031G3299600	AT3G57280.1	227	227	99	100	224	83.700	342
Ag031G3299800	AT3G57270.1	341	341	95	99	324	74.412	509
Ag031G3301700	AT3G57260.2	338	356	100	96	342	71.053	479
Ag031G3301900	AT3G57240.1	337	342	93	94	316	79.688	503
Ag031G3302000	AT3G57200.1	504	515	92	91	470	85.532	829
Ag031G3302100	AT3G57220.1	422	427	100	100	428	89.953	754
Ag031G3302300	AT2G01300.1	143	157	95	91	147	72.109	194
Ag031G3302500	AT3G57190.1	412	407	100	100	412	84.709	699
Ag031G3302700	AT3G57170.1	724	561	73	93	531	82.674	816
Ag031G3303000	AT4G10750.1	360	359	99	99	367	78.747	551
Ag031G3303400	AT3G57150.1	564	566	80	83	461	91.667	823
Ag031G3303500	AT3G57140.1	817	802	98	99	808	81.258	1297
Ag031G3303700	AT3G57130.1	470	468	98	97	459	90.632	802
Ag031G3304200	AT3G57120.1	408	457	100	96	442	74.382	622
Ag031G3305000	AT3G57080.1	221	223	95	95	211	86.730	387
Ag031G3305100	AT3G57070.1	404	418	95	94	400	76.000	560
Ag031G3305200	AT3G57062.1	49	49	100	100	49	89.796	93.2
Ag031G3305300	AT3G57060.2	1572	1416	93	89	1266	82.260	2323
Ag031G3305400	AT2G25800.1	938	988	99	97	959	87.591	1650
Ag031G3305500	AT3G57050.1	461	465	100	100	466	90.987	838
Ag031G3305600	AT3G57040.1	239	235	100	100	242	78.926	360
Ag031G3306100	AT3G57030.1	368	375	100	99	374	85.294	630
Ag031G3306400	AT3G57020.1	371	371	100	100	371	80.323	642
Ag031G3306600	AT3G57010.1	378	377	99	99	376	78.457	615
Ag031G3306800	AT1G68540.1	321	322	100	100	322	92.857	624
Ag031G3306900	AT3G57000.1	298	299	100	100	301	75.083	421
Ag031G3307000	AT3G44310.1	356	347	100	100	356	80.337	602
Ag031G3307200	AT3G56990.1	723	712	93	95	682	80.175	1096
Ag031G3307700	AT3G56970.1	255	254	100	100	259	75.676	394
Ag031G3308700	AT3G56960.1	777	780	100	100	780	92.436	1489
Ag031G3308800	AT3G56950.2	251	261	94	91	237	82.700	407
Ag031G3308900	AT3G56940.1	411	410	100	100	411	92.944	750
Ag031G3309000	AT3G56930.1	466	478	100	100	483	85.507	792
Ag031G3309900	AT3G56920.1	368	339	90	98	334	78.443	532
Ag031G3310000	AT3G56910.1	148	149	100	100	151	75.497	122
Ag031G3310200	AT3G56891.1	165	167	100	100	171	71.930	244
Ag031G3310600	AT3G56860.1	482	479	100	100	487	79.877	663
Ag031G3310700	AT3G56850.1	298	298	100	100	301	91.030	498
Ag031G3310800	AT3G56840.1	425	466	99	93	432	82.870	724
Ag031G3310900	AT3G56830.1	193	189	100	100	193	83.420	295
Ag031G3311000	AT3G56820.1	216	221	100	100	222	77.027	320
Ag031G3311100	AT3G56810.1	330	333	99	99	345	73.043	382
Ag031G3313900	AT3G56760.1	578	578	100	100	580	93.793	1096
Ag031G3314000	AT3G56750.1	402	404	99	99	401	91.771	776
Ag031G3314100	AT3G56740.1	293	294	100	100	295	89.492	474
Ag031G3315400	AT3G56700.2	551	549	99	99	554	73.466	820
Ag031G3316300	AT3G56690.1	1030	1023	100	100	1039	80.462	1598
Ag031G3316600	AT3G56650.1	263	263	100	100	263	91.635	468
Ag031G3316700	AT3G56640.1	790	791	100	99	790	91.519	1498
Ag031G3316800	AT3G56630.1	499	500	100	96	480	81.800	850
Ag031G3317000	AT3G56620.1	379	378	99	99	377	84.615	631
Ag031G3317400	AT2G25240.1	390	386	100	100	390	76.667	605
Ag031G3317800	AT3G56600.1	540	537	100	100	562	74.733	805
Ag031G3317900	AT3G56590.2	500	490	98	100	491	80.915	624
Ag031G3318000	AT3G56580.1	325	321	100	100	327	85.933	509
Ag031G3318100	AT3G56570.2	512	533	99	99	529	81.285	804
Ag031G3318300	AT3G45010.1	501	511	100	100	511	87.084	910
Ag031G3320100	AT3G56510.1	257	258	100	100	259	81.081	414
Ag031G3320200	AT3G56500.1	107	111	99	95	108	71.296	150
Ag031G3320300	AT3G56490.1	144	148	100	100	148	92.568	277
Ag031G3320400	AT3G56480.1	491	491	100	100	492	89.228	884
Ag031G3320600	AT3G56460.1	349	349	100	100	349	92.264	624
Ag031G3320700	AT3G56440.1	399	392	98	99	393	88.295	728
Ag031G3320800	AT3G56430.1	376	435	100	88	382	73.333	580
Ag031G3320900	AT3G56420.1	154	155	99	99	153	81.699	240
Ag031G3321700	AT3G56380.2	141	155	98	88	138	93.478	257
Ag031G3322200	AT3G56370.1	964	965	100	99	954	89.099	1647
Ag031G3323000	AT3G56360.1	232	234	98	99	237	70.886	279
Ag031G3323200	AT3G56350.1	235	242	91	97	214	87.764	423
Ag031G3323300	AT3G56340.1	131	131	100	100	131	95.420	253
Ag031G3323400	AT3G56330.1	426	434	100	95	412	81.007	711
Ag031G3323900	AT3G56310.1	437	438	99	99	438	88.128	810
Ag031G3324100	AT3G56290.1	176	174	99	99	174	83.908	285
Ag031G3325400	AT3G56240.1	126	122	100	100	127	86.614	170
Ag031G3325600	AT3G56230.1	282	283	100	100	283	84.806	474
Ag031G3325700	AT3G56220.1	159	157	96	97	152	84.868	267
Ag031G3325800	AT3G56210.5	192	194	100	100	194	85.052	328
Ag031G3325900	AT3G56200.1	434	436	100	100	437	83.982	708
Ag031G3326000	AT3G56190.1	294	290	100	100	294	94.558	561
Ag031G3326100	AT3G56180.2	208	207	100	100	209	89.952	396
Ag031G3326200	AT3G56170.1	328	324	100	100	331	84.290	571
Ag031G3326900	AT3G56160.1	405	437	100	99	436	78.670	623
Ag031G3327200	AT5G48730.1	479	509	99	100	512	82.422	868
Ag031G3327300	AT3G56150.1	894	901	99	99	903	82.946	1437
Ag031G3327500	AT3G56140.1	730	746	97	99	717	90.516	1253
Ag031G3327600	AT3G56130.1	274	282	100	100	283	76.325	420
Ag031G3327700	AT3G56120.1	438	469	100	100	469	81.237	780
Ag031G3327800	AT3G56110.1	214	210	100	100	214	92.523	326
Ag031G3328400	AT3G56090.1	256	260	100	100	263	80.608	394
Ag031G3328600	AT3G56080.1	616	611	100	100	618	83.333	1042
Ag031G3328700	AT3G56070.1	177	177	100	100	177	92.090	335
Ag031G3329500	AT3G56060.1	569	578	99	99	572	80.420	944
Ag031G3329700	AT3G56050.1	500	500	100	100	501	81.836	800
Ag031G3329900	AT3G56040.1	864	884	99	99	883	84.485	1500
Ag031G3330200	AT3G56000.1	524	536	99	99	528	82.386	883
Ag031G3330800	AT3G55990.1	490	488	100	100	496	89.718	848
Ag031G3331000	AT3G55980.2	574	648	100	90	585	83.419	960
Ag031G3331200	AT3G55970.1	366	364	99	100	367	84.469	646
Ag031G3331600	AT3G55960.1	305	306	99	99	306	87.908	540
Ag031G3332000	AT3G55950.1	804	815	99	99	816	80.760	1208
Ag031G3332100	AT3G55940.1	583	585	100	100	587	87.734	1027
Ag031G3333000	AT3G55920.1	227	229	100	100	230	90.435	410
Ag031G3333100	AT3G55890.1	123	122	100	100	123	74.797	192
Ag031G3333200	AT3G55880.2	215	216	100	100	216	87.500	346
Ag031G3333300	AT3G55870.3	595	592	100	100	598	87.625	1069
Ag031G3333400	AT3G55850.5	576	584	99	98	572	87.238	1004
Ag031G3333500	AT3G55840.1	414	429	100	100	431	81.439	695
Ag031G3333600	AT3G55830.1	339	335	100	100	339	86.431	616
Ag031G3334400	AT3G55800.1	388	394	100	100	394	93.147	739
Ag031G3335700	AT3G55780.1	380	381	92	99	350	86.243	647
Ag031G3336000	AT3G55740.1	441	440	100	100	441	87.528	800
Ag031G3337000	AT3G55730.1	387	400	97	96	388	78.406	583
Ag031G3337100	AT3G55720.1	437	439	100	100	440	87.500	775
Ag031G3338400	AT3G55700.1	465	461	99	99	463	76.674	725
Ag031G3339200	AT3G55660.1	573	580	99	98	577	86.135	939
Ag031G3339400	AT3G55646.1	143	147	99	96	145	73.103	150
Ag031G3339700	AT3G55640.1	336	333	100	100	336	90.179	625
Ag031G3339900	AT3G55630.3	489	493	99	99	492	87.195	893
Ag031G3340000	AT3G55620.1	246	246	100	100	246	97.154	491
Ag031G3340200	AT3G55610.1	730	727	99	99	726	92.700	1341
Ag031G3340300	AT3G55605.1	256	259	100	100	263	74.525	345
Ag031G3340400	AT3G55600.1	241	241	100	100	241	88.382	439
Ag031G3340600	AT3G55580.1	488	489	99	99	489	85.743	819
Ag031G3340800	AT3G55570.1	80	110	96	70	77	83.117	139
Ag031G3341400	AT3G55560.1	317	311	100	96	321	76.324	367
Ag031G3341800	AT3G55550.1	681	685	99	99	682	85.337	1177
Ag031G3342400	AT3G55530.1	282	274	100	95	261	91.166	451
Ag031G3342500	AT3G55520.1	191	191	92	92	175	93.714	302
Ag031G3343000	AT3G55510.1	632	595	99	99	631	70.206	893
Ag031G3343100	AT3G55500.1	261	261	100	100	261	88.506	461
Ag031G3343500	AT3G55480.2	1110	1116	100	100	1116	86.918	1926
Ag031G3343600	AT3G55470.1	156	157	100	100	157	85.987	257
Ag031G3343700	AT3G55460.1	276	263	51	100	146	80.634	192
Ag031G3343800	AT3G55450.2	383	427	98	89	380	84.737	653
Ag031G3344000	AT3G55440.1	256	255	99	99	254	93.701	486
Ag031G3344100	AT3G55430.1	448	450	100	100	453	83.444	763
Ag031G3344200	AT3G55420.1	215	217	93	94	199	88.670	315
Ag031G3344300	AT3G55410.1	1018	1018	100	100	1018	97.544	2087
Ag031G3345000	AT3G55400.1	616	617	100	100	619	86.430	1078
Ag031G3345100	AT3G55390.1	190	195	99	99	194	89.175	312
Ag031G3346500	AT3G55360.1	311	311	100	100	311	94.855	615
Ag031G3346700	AT3G55350.1	407	407	99	99	409	80.440	622
Ag031G3347000	AT3G55330.1	234	231	99	99	233	81.974	366
Ag031G3347100	AT3G55320.1	1405	1409	100	100	1409	94.890	2685
Ag031G3347200	AT3G55290.1	285	281	99	99	282	86.170	500
Ag031G3348900	AT3G55280.1	154	155	100	100	155	92.903	218
Ag031G3353300	AT3G55260.1	538	542	100	95	514	86.556	969
Ag031G3353400	AT3G55250.1	273	278	99	100	279	87.455	464
Ag031G3353600	AT3G55240.1	101	96	84	81	78	94.118	152
Ag031G3353700	AT3G55230.1	316	307	100	100	317	78.549	462
Ag031G3353800	AT3G55200.1;AT3G55220.1	1215	1215	100	100	1215	96.955	2461
Ag031G3354000	AT3G55180.1	315	313	99	99	311	84.887	560
Ag031G3354100	AT3G55160.1	2122	2131	99	99	2121	86.799	3722
Ag031G3354400	AT3G55150.1	638	637	100	100	640	85.156	1033
Ag031G3354500	AT3G55140.1	330	332	100	100	332	91.566	642
Ag031G3355200	AT3G55130.1	710	726	99	98	713	82.048	1187
Ag031G3355400	AT3G55120.1	251	247	99	94	240	80.000	387
Ag031G3356400	AT3G55110.1	704	709	100	100	710	83.662	1182
Ag031G3356700	AT3G55100.1	660	663	100	100	663	88.839	1215
Ag031G3356800	AT3G55090.1	736	737	100	100	741	88.799	1318
Ag031G3357400	AT3G55070.1	419	419	100	100	419	87.112	750
Ag031G3357500	AT3G55060.1	881	897	100	100	900	79.222	1313
Ag031G3357600	AT3G55050.1	385	385	100	100	386	85.233	680
Ag031G3357700	AT3G55040.1	298	293	99	91	272	78.114	455
Ag031G3357800	AT3G55030.1	239	234	99	99	237	87.764	409
Ag031G3357900	AT3G55020.1	814	820	99	99	816	86.496	1355
Ag031G3358100	AT3G55010.1	412	390	100	100	413	82.567	614
Ag031G3358500	AT3G55000.1	262	261	100	100	262	86.641	427
Ag031G3359000	AT3G54990.1	345	347	100	100	353	78.492	421
Ag031G3359100	AT3G54980.1	847	852	99	99	847	72.373	1264
Ag031G3359200	AT3G54970.1	351	354	100	100	357	78.431	545
Ag031G3359300	AT3G54960.1	569	580	98	95	556	89.860	959
Ag031G3359900	AT3G54950.1	465	489	98	98	480	80.625	769
Ag031G3360000	AT3G54940.2	364	368	100	100	368	83.424	650
Ag031G3360100	AT3G54930.1	491	498	100	97	485	92.570	909
Ag031G3360200	AT3G54920.1	497	502	94	93	481	75.884	669
Ag031G3360300	AT3G54900.1	172	174	100	100	183	74.317	250
Ag031G3360400	AT3G54890.1	242	242	100	100	242	96.281	476
Ag031G3360500	AT3G54880.1	114	113	98	100	113	86.726	201
Ag031G3360600	AT3G54870.2	1056	1052	99	99	1050	90.095	1840
Ag031G3360700	AT3G54860.2	593	609	100	100	609	91.297	1148
Ag031G3360800	AT3G54850.1	632	633	100	100	633	87.994	1120
Ag031G3361600	AT3G54840.1	202	203	99	99	201	94.030	396
Ag031G3362300	AT3G54826.1	194	224	90	86	178	71.910	261
Ag031G3362500	AT3G54820.1	287	287	100	100	287	95.470	561
Ag031G3362600	AT3G54810.1	317	323	100	100	325	84.923	451
Ag031G3362700	AT3G54800.1	724	734	100	100	736	85.190	1303
Ag031G3362800	AT3G54790.1	753	761	99	99	760	85.789	1202
Ag031G3363100	AT3G54770.1	265	262	99	99	265	80.000	382
Ag031G3363300	AT1G68080.1	383	390	99	99	388	80.412	623
Ag031G3363500	AT3G54750.3	614	591	96	99	591	80.034	953
Ag031G3363600	AT3G54740.2	428	439	100	100	440	80.000	699
Ag031G3364000	AT3G54720.1	689	706	100	100	706	80.737	1152
Ag031G3364200	AT3G54700.1	533	536	98	99	523	89.850	993
Ag031G3364300	AT3G54690.1	345	351	100	100	351	90.313	606
Ag031G3364900	AT3G54670.1	1219	1219	99	99	1218	86.371	2058
Ag031G3365100	AT3G54660.1	566	566	100	100	567	91.182	1031
Ag031G3365200	AT3G54650.1	596	594	100	100	596	82.718	963
Ag031G3365300	AT3G54640.1	314	313	100	100	314	93.949	546
Ag031G3365500	AT3G54630.1	568	569	100	100	569	74.692	827
Ag031G3365600	AT3G54620.1	401	404	100	100	417	71.463	502
Ag031G3365700	AT3G54610.1	571	569	100	100	571	91.594	980
Ag031G3365800	AT3G54600.1	400	400	100	100	400	91.750	764
Ag031G3367200	AT4G08410.1	521	708	65	61	338	85.799	43.1
Ag031G3367300	AT3G54560.1	136	137	100	100	137	93.431	235
Ag031G3367600	AT3G54540.1	715	724	100	100	727	84.182	1135
Ag031G3368500	AT3G54510.2	702	713	100	100	713	87.518	1258
Ag031G3368700	AT3G54500.3	630	681	100	100	686	70.845	891
Ag031G3368800	AT3G54490.1	230	234	100	98	230	79.130	356
Ag031G3368900	AT3G54480.1	273	275	100	100	276	85.870	474
Ag031G3369100	AT3G54470.1	481	477	99	99	471	91.387	885
Ag031G3369300	AT3G54450.1	552	556	99	99	552	84.420	965
Ag031G3369900	AT3G54440.3	1108	1121	100	100	1121	90.098	2090
Ag031G3370100	AT3G54420.1	274	274	100	100	274	90.876	518
Ag031G3370200	AT3G54400.1	431	426	100	100	431	89.327	763
Ag031G3370400	AT3G54380.1	413	407	95	99	392	80.292	655
Ag031G3371600	AT3G54360.1	411	406	98	99	406	86.700	710
Ag031G3371700	AT3G54350.1	696	703	100	100	719	75.104	1037
Ag031G3371800	AT3G54340.1	233	233	100	100	233	92.704	452
Ag031G3372600	AT3G54320.1	439	439	85	85	383	75.718	531
Ag031G3372800	AT3G54300.1	241	241	100	100	241	93.361	462
Ag031G3372900	AT3G54290.1	357	351	100	100	357	82.913	585
Ag031G3373000	AT3G54280.2	2045	2130	99	97	2080	88.750	3690
Ag031G3373300	AT3G54270.1	428	426	100	100	429	80.186	699
Ag031G3373400	AT3G54260.1	383	380	98	98	374	87.433	665
Ag031G3373500	AT3G54250.1	419	420	99	99	417	93.765	798
Ag031G3373600	AT3G54240.1	350	351	99	99	347	78.386	587
Ag031G3373700	AT3G54230.2	982	1009	100	100	1010	80.198	1523
Ag031G3373800	AT3G54220.1	628	654	95	94	622	84.084	936
Ag031G3373900	AT3G54210.1	213	212	100	100	215	87.442	367
Ag031G3374400	AT3G54190.1	469	468	100	100	469	96.162	931
Ag031G3374500	AT3G54180.1	310	310	100	100	310	91.613	587
Ag031G3374600	AT3G54170.1	337	331	100	100	338	84.911	518
Ag031G3376000	AT1G66210.1	755	760	100	100	760	79.342	1243
Ag031G3376600	AT3G54150.1	309	324	99	94	307	82.410	521
Ag031G3376900	AT3G54140.1	571	571	100	100	571	94.921	1136
Ag031G3377100	AT3G54130.1	287	281	100	100	287	88.153	481
Ag031G3377200	AT3G54120.1	205	204	99	99	203	87.685	328
Ag031G3377300	AT3G54110.1	305	307	99	99	305	92.131	578
Ag031G3377400	AT3G54100.1	637	639	100	100	647	82.226	1090
Ag031G3377500	AT3G54090.1	473	472	100	100	481	85.863	851
Ag031G3377600	AT4G16440.1	469	475	99	99	474	85.654	838
Ag031G3377800	AT2G05990.1	393	391	99	99	388	92.268	734
Ag031G3377900	AT4G27760.1	284	377	99	76	288	87.500	492
Ag031G3378000	AT3G54085.1	79	79	100	78	62	82.278	112
Ag031G3379800	AT1G41830.1	540	543	100	99	543	90.239	1011
Ag031G3379900	AT3G54050.1	413	418	94	100	394	88.832	718
